t,frac_C,frac_D,frac_L,avg_res,CC_ratio,CD_ratio,DD_ratio,CL_ratio,DL_ratio,LL_ratio,C_perimeter,D_perimeter,L_perimeter,C_perimeter_ratio,D_perimeter_ratio,L_perimeter_ratio
20410,0.3208,0.5636,0.1156,70.15704330767716,0.2038,0.2276,0.4186,0.0064,0.0624,0.0812,1170,1450,344,0.234,0.29,0.0688
20411,0.3224,0.566,0.1116,70.2023662082739,0.2072,0.2234,0.4238,0.007,0.061,0.0776,1152,1422,340,0.2304,0.2844,0.068
20412,0.3284,0.5608,0.1108,70.24565839023181,0.2118,0.2268,0.4132,0.0064,0.0684,0.0734,1166,1476,374,0.2332,0.2952,0.0748
20413,0.3204,0.574,0.1056,70.31617916716779,0.2036,0.2266,0.429,0.007,0.0634,0.0704,1168,1450,352,0.2336,0.29,0.0704
20414,0.326,0.5672,0.1068,70.34945075483141,0.2094,0.2262,0.4216,0.007,0.065,0.0708,1166,1456,360,0.2332,0.2912,0.072
20415,0.326,0.5664,0.1076,70.40540739782026,0.207,0.234,0.4178,0.004,0.0632,0.074,1190,1486,336,0.238,0.2972,0.0672
20416,0.3132,0.5732,0.1136,70.47534410818925,0.1982,0.2238,0.4278,0.0062,0.067,0.077,1150,1454,366,0.23,0.2908,0.0732
20417,0.2884,0.5932,0.1184,70.4852273204156,0.1794,0.2104,0.4552,0.0076,0.0656,0.0818,1090,1380,366,0.218,0.276,0.0732
20418,0.286,0.5916,0.1224,70.39109973909355,0.1766,0.2126,0.4502,0.0062,0.0702,0.0842,1094,1414,382,0.2188,0.2828,0.0764
20419,0.2716,0.6044,0.124,70.30806251161725,0.171,0.1936,0.4712,0.0076,0.0728,0.0838,1006,1332,402,0.2012,0.2664,0.0804
20420,0.2744,0.5952,0.1304,70.15857581879555,0.175,0.1902,0.4622,0.0086,0.0758,0.0882,994,1330,422,0.1988,0.266,0.0844
20421,0.2788,0.5868,0.1344,70.03260986973548,0.1798,0.1892,0.4536,0.0088,0.0772,0.0914,990,1332,430,0.198,0.2664,0.086
20422,0.2816,0.5792,0.1392,69.93695245884517,0.1788,0.1968,0.4426,0.0088,0.0764,0.0966,1028,1366,426,0.2056,0.2732,0.0852
20423,0.292,0.5664,0.1416,69.87381869505322,0.1864,0.201,0.4284,0.0102,0.075,0.099,1056,1380,426,0.2112,0.276,0.0852
20424,0.2892,0.57,0.1408,69.85841343383368,0.1858,0.198,0.4348,0.0088,0.0724,0.1002,1034,1352,406,0.2068,0.2704,0.0812
20425,0.2872,0.5624,0.1504,69.83063082963137,0.1854,0.1954,0.4248,0.0082,0.0798,0.1064,1018,1376,440,0.2036,0.2752,0.088
20426,0.2784,0.564,0.1576,69.80112824397374,0.1816,0.1824,0.4314,0.0112,0.0828,0.1106,968,1326,470,0.1936,0.2652,0.094
20427,0.2852,0.5432,0.1716,69.7237227283646,0.1876,0.1836,0.4088,0.0116,0.0852,0.1232,976,1344,484,0.1952,0.2688,0.0968
20428,0.2988,0.518,0.1832,69.68852547458725,0.1966,0.192,0.3798,0.0124,0.0844,0.1348,1022,1382,484,0.2044,0.2764,0.0968
20429,0.3036,0.5148,0.1816,69.72133789449828,0.2048,0.186,0.3772,0.0116,0.0892,0.1312,988,1376,504,0.1976,0.2752,0.1008
20430,0.3176,0.4984,0.184,69.75992144510927,0.2132,0.194,0.363,0.0148,0.0768,0.1382,1044,1354,458,0.2088,0.2708,0.0916
20431,0.3296,0.49,0.1804,69.85029424472297,0.2266,0.1914,0.3572,0.0146,0.0742,0.136,1030,1328,444,0.206,0.2656,0.0888
20432,0.3356,0.4872,0.1772,69.97056789217835,0.2304,0.1978,0.3526,0.0126,0.0714,0.1352,1052,1346,420,0.2104,0.2692,0.084
20433,0.3508,0.4636,0.1856,70.10991629394843,0.2432,0.203,0.331,0.0122,0.0622,0.1484,1076,1326,372,0.2152,0.2652,0.0744
20434,0.352,0.4604,0.1876,70.30795775091812,0.2432,0.2062,0.3266,0.0114,0.0614,0.1512,1088,1338,364,0.2176,0.2676,0.0728
20435,0.3556,0.4612,0.1832,70.5012766746013,0.244,0.212,0.3268,0.0112,0.0568,0.1492,1116,1344,340,0.2232,0.2688,0.068
20436,0.3612,0.4636,0.1752,70.69608080886213,0.2414,0.2294,0.322,0.0102,0.0538,0.1432,1198,1416,320,0.2396,0.2832,0.064
20437,0.3568,0.48,0.1632,70.91068534158318,0.236,0.2322,0.3402,0.0094,0.0474,0.1348,1208,1398,284,0.2416,0.2796,0.0568
20438,0.3504,0.4928,0.1568,71.08808491571392,0.2268,0.239,0.3504,0.0082,0.0458,0.1298,1236,1424,270,0.2472,0.2848,0.054
20439,0.3436,0.5056,0.1508,71.23398227674295,0.221,0.2368,0.3638,0.0084,0.0468,0.1232,1226,1418,276,0.2452,0.2836,0.0552
20440,0.3252,0.528,0.1468,71.33592631106684,0.2052,0.2308,0.3892,0.0092,0.0468,0.1188,1200,1388,280,0.24,0.2776,0.056
20441,0.3128,0.546,0.1412,71.35088201060209,0.1872,0.242,0.4024,0.0092,0.0452,0.114,1256,1436,272,0.2512,0.2872,0.0544
20442,0.2936,0.5716,0.1348,71.32940843348939,0.1768,0.226,0.435,0.0076,0.0472,0.1074,1168,1366,274,0.2336,0.2732,0.0548
20443,0.2956,0.5676,0.1368,71.21924079929161,0.1856,0.2138,0.4366,0.0062,0.0482,0.1096,1100,1310,272,0.22,0.262,0.0544
20444,0.2876,0.5688,0.1436,71.11616707836814,0.1796,0.2106,0.439,0.0054,0.049,0.1164,1080,1298,272,0.216,0.2596,0.0544
20445,0.2788,0.5656,0.1556,70.99640414993986,0.17,0.2114,0.4366,0.0062,0.0466,0.1292,1088,1290,264,0.2176,0.258,0.0528
20446,0.2652,0.5736,0.1612,70.86609297750525,0.1658,0.193,0.4514,0.0058,0.0514,0.1326,994,1222,286,0.1988,0.2444,0.0572
20447,0.2612,0.5696,0.1692,70.68517283949593,0.1664,0.1844,0.4512,0.0052,0.0524,0.1404,948,1184,288,0.1896,0.2368,0.0576
20448,0.266,0.5672,0.1668,70.50453480840324,0.1676,0.1914,0.4448,0.0054,0.0534,0.1374,984,1224,294,0.1968,0.2448,0.0588
20449,0.2708,0.5636,0.1656,70.36023944228475,0.1734,0.1882,0.4448,0.0066,0.0494,0.1376,974,1188,280,0.1948,0.2376,0.056
20450,0.2772,0.5588,0.164,70.23844153742306,0.1812,0.1864,0.4396,0.0056,0.052,0.1352,960,1192,288,0.192,0.2384,0.0576
20451,0.2932,0.54,0.1668,70.14860861778143,0.1944,0.189,0.418,0.0086,0.055,0.135,988,1220,318,0.1976,0.244,0.0636
20452,0.2912,0.5404,0.1684,70.12453332795087,0.193,0.1872,0.4216,0.0092,0.0504,0.1386,982,1188,298,0.1964,0.2376,0.0596
20453,0.2916,0.54,0.1684,70.09284153829894,0.191,0.191,0.421,0.0102,0.047,0.1398,1006,1190,286,0.2012,0.238,0.0572
20454,0.2948,0.5404,0.1648,70.06740189436877,0.192,0.1928,0.4222,0.0128,0.0436,0.1366,1028,1182,282,0.2056,0.2364,0.0564
20455,0.2948,0.5484,0.1568,70.04962206311798,0.1938,0.1898,0.431,0.0122,0.045,0.1282,1010,1174,286,0.202,0.2348,0.0572
20456,0.298,0.5468,0.1552,70.02404437477188,0.1996,0.1856,0.431,0.0112,0.046,0.1266,984,1158,286,0.1968,0.2316,0.0572
20457,0.2976,0.548,0.1544,70.00630450146384,0.1988,0.1858,0.432,0.0118,0.0462,0.1254,988,1160,290,0.1976,0.232,0.058
20458,0.2992,0.5472,0.1536,69.98531699659748,0.201,0.1862,0.4312,0.0102,0.0458,0.1256,982,1160,280,0.1964,0.232,0.056
20459,0.3056,0.5416,0.1528,69.97588129447175,0.2004,0.199,0.4202,0.0114,0.0438,0.1252,1052,1214,276,0.2104,0.2428,0.0552
20460,0.3044,0.5484,0.1472,70.00512276248648,0.1994,0.199,0.428,0.011,0.0418,0.1208,1050,1204,264,0.21,0.2408,0.0528
20461,0.2936,0.5596,0.1468,70.02600148297108,0.1962,0.1828,0.4458,0.012,0.0448,0.1184,974,1138,284,0.1948,0.2276,0.0568
20462,0.306,0.55,0.144,69.98629309815827,0.2096,0.1832,0.4366,0.0096,0.0436,0.1174,964,1134,266,0.1928,0.2268,0.0532
20463,0.3156,0.5456,0.1388,69.99797642661761,0.219,0.1816,0.4332,0.0116,0.0432,0.1114,966,1124,274,0.1932,0.2248,0.0548
20464,0.3308,0.5372,0.132,70.03247192356018,0.2348,0.1814,0.4262,0.0106,0.0406,0.1064,960,1110,256,0.192,0.222,0.0512
20465,0.3524,0.5228,0.1248,70.11447213153949,0.2478,0.1994,0.4008,0.0098,0.0446,0.0976,1046,1220,272,0.2092,0.244,0.0544
20466,0.3724,0.5116,0.116,70.28327296818603,0.2664,0.1996,0.3874,0.0124,0.0488,0.0854,1060,1242,306,0.212,0.2484,0.0612
20467,0.378,0.506,0.116,70.49825451988194,0.2648,0.2138,0.3742,0.0126,0.0498,0.0848,1132,1318,312,0.2264,0.2636,0.0624
20468,0.3856,0.5044,0.11,70.73014462188833,0.2684,0.2206,0.3698,0.0138,0.0486,0.0788,1172,1346,312,0.2344,0.2692,0.0624
20469,0.39,0.5152,0.0948,70.96979289994748,0.2698,0.2274,0.3738,0.013,0.0554,0.0606,1202,1414,342,0.2404,0.2828,0.0684
20470,0.3912,0.5288,0.08,71.19972116355586,0.2708,0.2274,0.3888,0.0134,0.0526,0.047,1204,1400,330,0.2408,0.28,0.066
20471,0.4044,0.5216,0.074,71.39984684780931,0.2836,0.2276,0.3858,0.014,0.044,0.045,1208,1358,290,0.2416,0.2716,0.058
20472,0.4048,0.5328,0.0624,71.62676789699775,0.283,0.231,0.397,0.0126,0.0406,0.0358,1218,1358,266,0.2436,0.2716,0.0532
20473,0.398,0.5408,0.0612,71.83153130957366,0.2724,0.242,0.3982,0.0092,0.0432,0.035,1256,1426,262,0.2512,0.2852,0.0524
20474,0.4,0.5464,0.0536,72.01149129070419,0.2662,0.2584,0.3996,0.0092,0.0352,0.0314,1338,1468,222,0.2676,0.2936,0.0444
20475,0.3932,0.5584,0.0484,72.19527875924923,0.263,0.253,0.4154,0.0074,0.033,0.0282,1302,1430,202,0.2604,0.286,0.0404
20476,0.3724,0.58,0.0476,72.33269767999928,0.2442,0.25,0.4396,0.0064,0.0308,0.029,1282,1404,186,0.2564,0.2808,0.0372
20477,0.3728,0.5792,0.048,72.38448039815577,0.2412,0.2576,0.4338,0.0056,0.0332,0.0286,1316,1454,194,0.2632,0.2908,0.0388
20478,0.3712,0.5832,0.0456,72.44865799421733,0.2398,0.2606,0.4378,0.0022,0.0302,0.0294,1314,1454,162,0.2628,0.2908,0.0324
20479,0.3748,0.5772,0.048,72.51322909990556,0.2434,0.2606,0.431,0.0022,0.0318,0.031,1314,1462,170,0.2628,0.2924,0.034
20480,0.3856,0.5616,0.0528,72.59203453832205,0.2476,0.2726,0.409,0.0034,0.0326,0.0348,1380,1526,180,0.276,0.3052,0.036
20481,0.3772,0.568,0.0548,72.72482743996827,0.2412,0.2684,0.4174,0.0036,0.0328,0.0366,1360,1506,182,0.272,0.3012,0.0364
20482,0.3748,0.568,0.0572,72.81747540613485,0.242,0.2622,0.4188,0.0034,0.0362,0.0374,1328,1492,198,0.2656,0.2984,0.0396
20483,0.3832,0.5604,0.0564,72.8949059767259,0.249,0.2636,0.4102,0.0048,0.0368,0.0356,1342,1502,208,0.2684,0.3004,0.0416
20484,0.3836,0.5664,0.05,72.9999641872637,0.2526,0.2574,0.4208,0.0046,0.0338,0.0308,1310,1456,192,0.262,0.2912,0.0384
20485,0.3908,0.5596,0.0496,73.08949196935477,0.2556,0.2676,0.4104,0.0028,0.0308,0.0328,1352,1492,168,0.2704,0.2984,0.0336
20486,0.3852,0.5664,0.0484,73.2140734409835,0.2544,0.2576,0.4228,0.004,0.0296,0.0316,1308,1436,168,0.2616,0.2872,0.0336
20487,0.3832,0.5656,0.0512,73.29496067221888,0.2558,0.2514,0.4246,0.0034,0.0306,0.0342,1274,1410,170,0.2548,0.282,0.034
20488,0.3784,0.5708,0.0508,73.35972578647414,0.2574,0.24,0.437,0.002,0.0276,0.036,1210,1338,148,0.242,0.2676,0.0296
20489,0.3816,0.5672,0.0512,73.39471684657694,0.2586,0.2448,0.43,0.0012,0.0296,0.0358,1230,1372,154,0.246,0.2744,0.0308
20490,0.3732,0.57,0.0568,73.44642185679062,0.2518,0.2412,0.4346,0.0016,0.0296,0.0412,1214,1354,156,0.2428,0.2708,0.0312
20491,0.382,0.56,0.058,73.4654094121103,0.2566,0.2484,0.4198,0.0024,0.032,0.0408,1254,1402,172,0.2508,0.2804,0.0344
20492,0.3848,0.558,0.0572,73.52524253055432,0.2618,0.2428,0.421,0.0032,0.0312,0.04,1230,1370,172,0.246,0.274,0.0344
20493,0.3856,0.562,0.0524,73.58341224456395,0.264,0.2398,0.4258,0.0034,0.0326,0.0344,1216,1362,180,0.2432,0.2724,0.036
20494,0.3884,0.564,0.0476,73.63344644806484,0.2648,0.2418,0.4288,0.0054,0.0286,0.0306,1236,1352,170,0.2472,0.2704,0.034
20495,0.3908,0.5608,0.0484,73.6860147344568,0.273,0.2312,0.43,0.0044,0.0304,0.031,1178,1308,174,0.2356,0.2616,0.0348
20496,0.3988,0.5536,0.0476,73.73554104221222,0.2768,0.2388,0.4186,0.0052,0.0312,0.0294,1220,1350,182,0.244,0.27,0.0364
20497,0.4,0.548,0.052,73.81805905677534,0.2708,0.2518,0.4076,0.0066,0.029,0.0342,1292,1404,178,0.2584,0.2808,0.0356
20498,0.3888,0.5564,0.0548,73.91360776293291,0.2568,0.259,0.4122,0.005,0.0294,0.0376,1320,1442,172,0.264,0.2884,0.0344
20499,0.3808,0.5632,0.056,73.97478387209394,0.25,0.2574,0.4172,0.0042,0.0346,0.0366,1308,1460,194,0.2616,0.292,0.0388
20500,0.3676,0.5728,0.0596,74.00451717965377,0.2396,0.2538,0.428,0.0022,0.0358,0.0406,1280,1448,190,0.256,0.2896,0.038
20501,0.3608,0.5704,0.0688,73.98777837344151,0.2326,0.254,0.426,0.0024,0.0348,0.0502,1282,1444,186,0.2564,0.2888,0.0372
20502,0.3612,0.5716,0.0672,73.95915894572946,0.2316,0.2562,0.4274,0.003,0.0322,0.0496,1296,1442,176,0.2592,0.2884,0.0352
20503,0.3472,0.5812,0.0716,73.93741056771067,0.224,0.2436,0.4416,0.0028,0.0356,0.0524,1232,1396,192,0.2464,0.2792,0.0384
20504,0.3504,0.5816,0.068,73.85867468299246,0.2242,0.2484,0.4386,0.004,0.0376,0.0472,1262,1430,208,0.2524,0.286,0.0416
20505,0.3428,0.5836,0.0736,73.79790617366695,0.2184,0.2452,0.4428,0.0036,0.0364,0.0536,1244,1408,200,0.2488,0.2816,0.04
20506,0.344,0.5832,0.0728,73.71706890246159,0.2214,0.242,0.4432,0.0032,0.038,0.0522,1226,1400,206,0.2452,0.28,0.0412
20507,0.3516,0.572,0.0764,73.64465894228263,0.2226,0.255,0.4242,0.003,0.0406,0.0546,1290,1478,218,0.258,0.2956,0.0436
20508,0.3384,0.5856,0.076,73.62537276681893,0.215,0.245,0.4442,0.0018,0.0378,0.0562,1234,1414,198,0.2468,0.2828,0.0396
20509,0.332,0.5892,0.0788,73.55067223813718,0.212,0.2382,0.4502,0.0018,0.0398,0.058,1200,1390,208,0.24,0.278,0.0416
20510,0.3308,0.5852,0.084,73.45644129582331,0.208,0.2436,0.4426,0.002,0.0416,0.0622,1228,1426,218,0.2456,0.2852,0.0436
20511,0.3128,0.6052,0.082,73.37792500963184,0.198,0.2288,0.4692,0.0008,0.0432,0.06,1148,1360,220,0.2296,0.272,0.044
20512,0.3156,0.6016,0.0828,73.22394710610592,0.1998,0.2294,0.4648,0.0022,0.0442,0.0596,1158,1368,232,0.2316,0.2736,0.0464
20513,0.3156,0.598,0.0864,73.09156113948562,0.2044,0.2202,0.4642,0.0022,0.0474,0.0616,1112,1338,248,0.2224,0.2676,0.0496
20514,0.3092,0.6016,0.0892,72.96324498984531,0.201,0.213,0.474,0.0034,0.0422,0.0664,1082,1276,228,0.2164,0.2552,0.0456
20515,0.3128,0.5948,0.0924,72.81411811423038,0.2068,0.2068,0.4676,0.0052,0.0476,0.066,1060,1272,264,0.212,0.2544,0.0528
20516,0.3176,0.586,0.0964,72.6829773418752,0.2108,0.2086,0.458,0.005,0.0474,0.0702,1068,1280,262,0.2136,0.256,0.0524
20517,0.3216,0.5796,0.0988,72.58560482509145,0.2172,0.2042,0.452,0.0046,0.051,0.071,1044,1276,278,0.2088,0.2552,0.0556
20518,0.3356,0.5616,0.1028,72.50751515746717,0.2242,0.2184,0.428,0.0044,0.0488,0.0762,1114,1336,266,0.2228,0.2672,0.0532
20519,0.3432,0.5524,0.1044,72.50431846197436,0.2332,0.2162,0.42,0.0038,0.0486,0.0782,1100,1324,262,0.22,0.2648,0.0524
20520,0.3528,0.5464,0.1008,72.52696179945869,0.2394,0.2242,0.41,0.0026,0.0486,0.0752,1134,1364,256,0.2268,0.2728,0.0512
20521,0.3532,0.548,0.0988,72.5876928362912,0.2408,0.2218,0.4138,0.003,0.0466,0.074,1124,1342,248,0.2248,0.2684,0.0496
20522,0.352,0.5468,0.1012,72.63645142142896,0.2372,0.2256,0.4106,0.004,0.0468,0.0758,1148,1362,254,0.2296,0.2724,0.0508
20523,0.3428,0.5544,0.1028,72.67926788007657,0.2304,0.2208,0.4204,0.004,0.0472,0.0772,1124,1340,256,0.2248,0.268,0.0512
20524,0.3452,0.5524,0.1024,72.67795225647518,0.2276,0.2298,0.4138,0.0054,0.0474,0.076,1176,1386,264,0.2352,0.2772,0.0528
20525,0.3488,0.5512,0.1,72.68778171909653,0.2278,0.237,0.4104,0.005,0.0446,0.0752,1210,1408,248,0.242,0.2816,0.0496
20526,0.3396,0.5648,0.0956,72.71180118279075,0.222,0.2296,0.4272,0.0056,0.0456,0.07,1176,1376,256,0.2352,0.2752,0.0512
20527,0.3492,0.5576,0.0932,72.68468881967505,0.2302,0.2326,0.4174,0.0054,0.0478,0.0666,1190,1402,266,0.238,0.2804,0.0532
20528,0.328,0.5788,0.0932,72.69479767140457,0.2154,0.2184,0.4452,0.0068,0.0488,0.0654,1126,1336,278,0.2252,0.2672,0.0556
20529,0.3296,0.5744,0.096,72.60449346072244,0.2232,0.2074,0.4476,0.0054,0.0462,0.0702,1064,1268,258,0.2128,0.2536,0.0516
20530,0.3324,0.5736,0.094,72.51581988831421,0.2222,0.2158,0.442,0.0046,0.0474,0.068,1102,1316,260,0.2204,0.2632,0.052
20531,0.3388,0.5588,0.1024,72.44840413590032,0.2268,0.2194,0.425,0.0046,0.0482,0.076,1120,1338,264,0.224,0.2676,0.0528
20532,0.3268,0.566,0.1072,72.41741530276032,0.218,0.214,0.4338,0.0036,0.0504,0.0802,1088,1322,270,0.2176,0.2644,0.054
20533,0.3092,0.5788,0.112,72.34009555521519,0.1972,0.2204,0.444,0.0036,0.0492,0.0856,1120,1348,264,0.224,0.2696,0.0528
20534,0.292,0.5896,0.1184,72.21200737630204,0.1818,0.2162,0.4562,0.0042,0.0506,0.091,1102,1334,274,0.2204,0.2668,0.0548
20535,0.284,0.594,0.122,72.02853674571467,0.1776,0.2088,0.463,0.004,0.0532,0.0934,1064,1310,286,0.2128,0.262,0.0572
20536,0.2704,0.6004,0.1292,71.82535860227318,0.1708,0.1932,0.4782,0.006,0.0512,0.1006,996,1222,286,0.1992,0.2444,0.0572
20537,0.2776,0.5908,0.1316,71.5723861113659,0.1822,0.186,0.4702,0.0048,0.0552,0.1016,954,1206,300,0.1908,0.2412,0.06
20538,0.2896,0.5716,0.1388,71.3606354837291,0.1892,0.1942,0.4492,0.0066,0.0506,0.1102,1004,1224,286,0.2008,0.2448,0.0572
20539,0.2864,0.5672,0.1464,71.22034788793408,0.1898,0.1864,0.4496,0.0068,0.0488,0.1186,966,1176,278,0.1932,0.2352,0.0556
20540,0.2876,0.5572,0.1552,71.07536142375695,0.193,0.1842,0.4396,0.005,0.051,0.1272,946,1176,280,0.1892,0.2352,0.056
20541,0.2928,0.5508,0.1564,70.95423271762479,0.1936,0.1948,0.4276,0.0036,0.0516,0.1288,992,1232,276,0.1984,0.2464,0.0552
20542,0.2828,0.558,0.1592,70.87541402708918,0.1846,0.1926,0.4356,0.0038,0.0522,0.1312,982,1224,280,0.1964,0.2448,0.056
20543,0.278,0.5596,0.1624,70.76635213246838,0.1796,0.1922,0.4394,0.0046,0.0482,0.136,984,1202,264,0.1968,0.2404,0.0528
20544,0.2704,0.57,0.1596,70.65118456063372,0.1718,0.191,0.449,0.0062,0.051,0.131,986,1210,286,0.1972,0.242,0.0572
20545,0.2648,0.5732,0.162,70.51334033677766,0.1648,0.194,0.45,0.006,0.0524,0.1328,1000,1232,292,0.2,0.2464,0.0584
20546,0.2532,0.586,0.1608,70.37342644453912,0.1568,0.1872,0.4672,0.0056,0.0504,0.1328,964,1188,280,0.1928,0.2376,0.056
20547,0.254,0.5884,0.1576,70.19480550542637,0.155,0.192,0.4682,0.006,0.0484,0.1304,990,1202,272,0.198,0.2404,0.0544
20548,0.2608,0.5808,0.1584,70.0353654947852,0.1586,0.1976,0.4568,0.0068,0.0504,0.1298,1022,1240,286,0.2044,0.248,0.0572
20549,0.2532,0.5936,0.1532,69.91908194040062,0.1528,0.193,0.4708,0.0078,0.0526,0.123,1004,1228,302,0.2008,0.2456,0.0604
20550,0.2572,0.5948,0.148,69.77148417572187,0.158,0.189,0.4726,0.0094,0.0554,0.1156,992,1222,324,0.1984,0.2444,0.0648
20551,0.262,0.5924,0.1456,69.63636218743942,0.168,0.177,0.4762,0.011,0.0554,0.1124,940,1162,332,0.188,0.2324,0.0664
20552,0.2876,0.5692,0.1432,69.50838877121073,0.1846,0.1952,0.4408,0.0108,0.0616,0.107,1030,1284,362,0.206,0.2568,0.0724
20553,0.2988,0.5608,0.1404,69.50285866281921,0.1934,0.199,0.4292,0.0118,0.0642,0.1024,1054,1316,380,0.2108,0.2632,0.076
20554,0.2964,0.5632,0.1404,69.54004090482452,0.196,0.1878,0.4372,0.013,0.0642,0.1018,1004,1260,386,0.2008,0.252,0.0772
20555,0.314,0.5468,0.1392,69.55313754569669,0.2082,0.1984,0.416,0.0132,0.0632,0.101,1058,1308,382,0.2116,0.2616,0.0764
20556,0.3224,0.5328,0.1448,69.64285534155766,0.2112,0.2112,0.3966,0.0112,0.0612,0.1086,1112,1362,362,0.2224,0.2724,0.0724
20557,0.3288,0.5288,0.1424,69.78284905647878,0.2128,0.2186,0.387,0.0134,0.065,0.1032,1160,1418,392,0.232,0.2836,0.0784
20558,0.3372,0.5152,0.1476,69.9416189080879,0.2186,0.2226,0.3712,0.0146,0.0654,0.1076,1186,1440,400,0.2372,0.288,0.08
20559,0.336,0.5252,0.1388,70.13055682260644,0.217,0.2242,0.3828,0.0138,0.0606,0.1016,1190,1424,372,0.238,0.2848,0.0744
20560,0.3416,0.5256,0.1328,70.29832537200163,0.2224,0.2268,0.381,0.0116,0.0624,0.0958,1192,1446,370,0.2384,0.2892,0.074
20561,0.33,0.5432,0.1268,70.47795107973867,0.21,0.2302,0.4,0.0098,0.0562,0.0938,1200,1432,330,0.24,0.2864,0.066
20562,0.33,0.5412,0.1288,70.60595787320861,0.2088,0.2322,0.3972,0.0102,0.0558,0.0958,1212,1440,330,0.2424,0.288,0.066
20563,0.3152,0.552,0.1328,70.73156084355684,0.1954,0.2302,0.4086,0.0094,0.0566,0.0998,1198,1434,330,0.2396,0.2868,0.066
20564,0.3112,0.5556,0.1332,70.79575099757987,0.1994,0.2168,0.4212,0.0068,0.052,0.1038,1118,1344,294,0.2236,0.2688,0.0588
20565,0.3224,0.5452,0.1324,70.83152752277111,0.2076,0.221,0.409,0.0086,0.0514,0.1024,1148,1362,300,0.2296,0.2724,0.06
20566,0.3296,0.5408,0.1296,70.90850611141543,0.214,0.2226,0.4054,0.0086,0.0482,0.1012,1156,1354,284,0.2312,0.2708,0.0568
20567,0.3368,0.5424,0.1208,71.00874232024555,0.2212,0.2208,0.4102,0.0104,0.0436,0.0938,1156,1322,270,0.2312,0.2644,0.054
20568,0.3408,0.5468,0.1124,71.11847489187433,0.2228,0.226,0.4132,0.01,0.0412,0.0868,1180,1336,256,0.236,0.2672,0.0512
20569,0.3392,0.5512,0.1096,71.23635603860929,0.2232,0.2216,0.4204,0.0104,0.04,0.0844,1160,1308,252,0.232,0.2616,0.0504
20570,0.3372,0.5588,0.104,71.33324572223806,0.2214,0.219,0.4294,0.0126,0.0398,0.0778,1158,1294,262,0.2316,0.2588,0.0524
20571,0.3416,0.5564,0.102,71.4057855778962,0.223,0.2244,0.4238,0.0128,0.0408,0.0752,1186,1326,268,0.2372,0.2652,0.0536
20572,0.3388,0.5612,0.1,71.49604941895102,0.22,0.224,0.4282,0.0136,0.042,0.0722,1188,1330,278,0.2376,0.266,0.0556
20573,0.3444,0.5616,0.094,71.56738689286585,0.2264,0.2234,0.4282,0.0126,0.0434,0.066,1180,1334,280,0.236,0.2668,0.056
20574,0.3456,0.5708,0.0836,71.6500328520892,0.2304,0.218,0.4422,0.0124,0.0392,0.0578,1152,1286,258,0.2304,0.2572,0.0516
20575,0.3608,0.5592,0.08,71.7149978616898,0.244,0.22,0.4314,0.0136,0.0356,0.0554,1168,1278,246,0.2336,0.2556,0.0492
20576,0.3632,0.5648,0.072,71.82763860027764,0.245,0.2216,0.4368,0.0148,0.0344,0.0474,1182,1280,246,0.2364,0.256,0.0492
20577,0.372,0.56,0.068,71.93247229954699,0.2512,0.228,0.43,0.0136,0.032,0.0452,1208,1300,228,0.2416,0.26,0.0456
20578,0.3788,0.5584,0.0628,72.0672031939808,0.2552,0.234,0.4268,0.0132,0.0292,0.0416,1236,1316,212,0.2472,0.2632,0.0424
20579,0.3672,0.5788,0.054,72.22109649208082,0.251,0.2206,0.4554,0.0118,0.0262,0.035,1162,1234,190,0.2324,0.2468,0.038
20580,0.3676,0.5824,0.05,72.30394358275572,0.2448,0.2356,0.4522,0.01,0.0248,0.0326,1228,1302,174,0.2456,0.2604,0.0348
20581,0.3568,0.5984,0.0448,72.40096935699239,0.236,0.2322,0.4696,0.0094,0.0254,0.0274,1208,1288,174,0.2416,0.2576,0.0348
20582,0.34,0.62,0.04,72.44523544548443,0.2202,0.233,0.4906,0.0066,0.0258,0.0238,1198,1294,162,0.2396,0.2588,0.0324
20583,0.3408,0.6148,0.0444,72.42795521580656,0.2164,0.2442,0.479,0.0046,0.0274,0.0284,1244,1358,160,0.2488,0.2716,0.032
20584,0.3268,0.6336,0.0396,72.43754089366968,0.204,0.2416,0.4996,0.004,0.0264,0.0244,1228,1340,152,0.2456,0.268,0.0304
20585,0.31,0.6496,0.0404,72.38975054421408,0.1872,0.2408,0.5146,0.0048,0.0292,0.0234,1228,1350,170,0.2456,0.27,0.034
20586,0.2944,0.6648,0.0408,72.28284741810054,0.1792,0.2252,0.539,0.0052,0.0264,0.025,1152,1258,158,0.2304,0.2516,0.0316
20587,0.3072,0.6508,0.042,72.10895555380061,0.1892,0.2308,0.52,0.0052,0.0308,0.024,1180,1308,180,0.236,0.2616,0.036
20588,0.2996,0.6588,0.0416,72.00078684071428,0.1814,0.2314,0.5284,0.005,0.0294,0.0244,1182,1304,172,0.2364,0.2608,0.0344
20589,0.3008,0.6564,0.0428,71.86946148369482,0.1846,0.2284,0.526,0.004,0.0324,0.0246,1162,1304,182,0.2324,0.2608,0.0364
20590,0.302,0.652,0.046,71.74682420222297,0.1896,0.2206,0.5272,0.0042,0.029,0.0294,1124,1248,166,0.2248,0.2496,0.0332
